home_team,away_team,home_win,draw,away_win,home_prob_total_wins,home_prob_total_draws,home_prob_total_loses,prob_total_home_wins,prob_total_home_draws,prob_total_home_loses,home_avg_total_goles_scored,home_avg_total_goles_conceded,avg_total_home_goles_scored,avg_total_home_goles_conceded,home_avg_total_points,avg_total_home_points,home_point_1_back,home_point_3_back,home_point_5_back,home_team_form,away_prob_total_wins,away_prob_total_draws,away_prob_total_loses,prob_total_away_wins,prob_total_away_draws,prob_total_away_loses,away_avg_total_goles_scored,away_avg_total_goles_conceded,avg_total_away_goles_scored,avg_total_away_goles_conceded,away_avg_total_points,avg_total_away_points,away_point_1_back,away_point_3_back,away_point_5_back,away_team_form
frankfurt,leverkusen,1,0,0,0.5,0.14,0.36,0.5,0.17,0.33,2.14,1.21,2.83,1.17,1.64,1.67,0,3,9,0.14,0.36,0.21,0.43,0.29,0.29,0.43,1.43,1.79,1.43,1.71,1.29,1.14,3,7,7,-0.07
rbleipzig,mainz,1,0,0,0.5,0.29,0.21,0.71,0.29,0,1.71,0.93,2.43,0.43,1.79,2.43,0,3,9,0.29,0.36,0.29,0.36,0.33,0.17,0.5,0.93,1.07,0.83,1.33,1.36,1.17,1,4,10,0
hoffenheim,mgladbach,0,1,0,0.43,0.29,0.29,0.43,0.29,0.29,2.14,1.5,1.86,1.14,1.57,1.57,1,3,9,0.14,0.64,0.14,0.21,0.29,0.29,0.43,2.36,1.14,1.71,1.86,2.07,1.14,3,6,12,0.43
augsburg,schalke,0,1,0,0.21,0.29,0.5,0.17,0.5,0.33,1.43,1.64,1.67,1.67,0.93,1,0,0,1,-0.29,0.29,0.14,0.57,0.14,0.29,0.57,1.07,1.43,0.71,1.29,1,0.71,0,4,7,-0.29
nuernberg,wolfsburg,0,0,1,0.14,0.36,0.5,0.29,0.43,0.29,1,2.36,1.29,1.14,0.79,1.29,0,1,2,-0.36,0.36,0.29,0.36,0.5,0.17,0.33,1.43,1.43,1.5,1,1.36,1.67,1,7,7,0
duesseldorf,dortmund,1,0,0,0.2,0.2,0.6,0.38,0,0.63,1.07,2.13,1.25,1.5,0.8,1.13,3,3,7,-0.4,0.8,0.2,0,0.71,0.29,0,2.73,1,2,0.71,2.6,2.43,3,9,15,0.8
freiburg,hannover,0,1,0,0.27,0.33,0.4,0.38,0.38,0.25,1.27,1.6,1.5,1.25,1.13,1.5,0,3,4,-0.13,0.13,0.27,0.6,0,0.38,0.63,1.07,2.2,1.13,2.5,0.67,0.38,0,1,4,-0.47
bremen,hoffenheim,0,1,0,0.4,0.2,0.4,0.38,0.25,0.38,1.67,1.67,1.75,1.88,1.4,1.38,0,3,4,0,0.4,0.33,0.27,0.43,0.29,0.29,2,1.4,2.43,1.86,1.53,1.57,1,3,7,0.13
schalke,leverkusen,0,0,1,0.27,0.2,0.53,0.43,0,0.57,1.07,1.4,1.43,1.57,1,1.29,1,2,5,-0.27,0.33,0.2,0.47,0.25,0.25,0.5,1.4,1.8,1.38,1.75,1.2,1,0,4,7,-0.13
bmuenchen,rbleipzig,1,0,0,0.6,0.2,0.2,0.43,0.43,0.14,2.13,1.2,2,1.43,2,1.71,3,9,10,0.4,0.53,0.27,0.2,0.29,0.29,0.43,1.87,0.93,1,1.43,1.87,1.14,3,6,9,0.33
wolfsburg,stuttgart,1,0,0,0.4,0.27,0.33,0.25,0.38,0.38,1.47,1.33,1.38,1.75,1.47,1.13,3,7,10,0.07,0.27,0.13,0.6,0.13,0.13,0.75,0.73,2,0.75,2.25,0.93,0.5,3,6,9,-0.33
frankfurt,bmuenchen,0,0,1,0.5,0.19,0.31,0.57,0.14,0.29,2.13,1.25,2.71,1.14,1.69,1.86,1,4,7,0.19,0.63,0.19,0.19,0.75,0,0.25,2.06,1.13,2.25,1,2.06,2.25,3,9,13,0.44
rbleipzig,bremen,1,0,0,0.5,0.25,0.25,0.75,0.25,0,1.75,0.94,2.63,0.5,1.75,2.5,0,3,6,0.25,0.38,0.25,0.38,0.43,0.14,0.43,1.63,1.63,1.57,1.43,1.38,1.43,1,4,5,0
hannover,duesseldorf,0,0,1,0.13,0.31,0.56,0.29,0.14,0.57,1.06,2.13,1,1.86,0.69,1,1,2,2,-0.44,0.25,0.19,0.56,0,0.43,0.57,1.13,2.06,0.86,2.86,0.94,0.43,3,6,7,-0.31
nuernberg,freiburg,0,0,1,0.13,0.31,0.56,0.25,0.38,0.38,0.88,2.31,1.13,1.25,0.69,1.13,0,0,1,-0.44,0.25,0.38,0.38,0.14,0.29,0.57,1.25,1.56,1,2,1.13,0.71,1,4,5,-0.13
leverkusen,herthabsc,1,0,0,0.38,0.19,0.44,0.43,0.14,0.43,1.44,1.75,1.43,1.86,1.31,1.43,3,6,10,-0.06,0.38,0.38,0.25,0.25,0.38,0.38,1.56,1.5,1.38,1.63,1.5,1.13,1,4,8,0.13
hoffenheim,mainz,0,1,0,0.38,0.38,0.25,0.38,0.38,0.25,1.94,1.38,1.63,1,1.5,1.5,1,3,5,0.13,0.31,0.31,0.38,0.29,0.14,0.57,1,1.31,0.86,1.71,1.25,1,1,2,5,-0.06
dortmund,mgladbach,1,0,0,0.75,0.19,0.06,0.88,0.13,0,2.63,1.06,3.38,1.25,2.44,2.75,0,6,12,0.69,0.63,0.19,0.19,0.25,0.38,0.38,2.19,1,1.5,1.63,2.06,1.13,3,7,10,0.44
stuttgart,schalke,0,0,1,0.25,0.13,0.63,0.43,0.14,0.43,0.69,2,0.71,1.71,0.88,1.43,0,3,6,-0.38,0.25,0.19,0.56,0.13,0.38,0.5,1.06,1.44,0.75,1.25,0.94,0.75,0,1,5,-0.31
augsburg,wolfsburg,0,0,1,0.19,0.38,0.44,0.14,0.57,0.29,1.44,1.63,1.57,1.57,0.94,1,1,2,2,-0.25,0.44,0.25,0.31,0.57,0.14,0.29,1.5,1.25,1.57,0.86,1.56,1.86,3,7,13,0.13
hoffenheim,bmuenchen,0,0,1,0.35,0.41,0.24,0.33,0.44,0.22,1.88,1.35,1.56,1,1.47,1.44,1,3,5,0.12,0.65,0.18,0.18,0.78,0,0.22,2.12,1.06,2.33,0.89,2.12,2.33,3,9,15,0.47
hannover,bremen,0,0,1,0.12,0.29,0.59,0.25,0.13,0.63,1,2.06,0.88,1.75,0.65,0.88,0,1,2,-0.47,0.35,0.24,0.41,0.38,0.13,0.5,1.65,1.71,1.63,1.63,1.29,1.25,0,1,4,-0.06
rbleipzig,dortmund,0,0,1,0.53,0.24,0.24,0.78,0.22,0,1.82,1,2.67,0.67,1.82,2.56,3,6,9,0.29,0.76,0.18,0.06,0.63,0.25,0.13,2.59,1.06,1.88,0.88,2.47,2.13,3,6,12,0.71
augsburg,duesseldorf,0,0,1,0.18,0.35,0.47,0.13,0.5,0.38,1.47,1.71,1.63,1.75,0.88,0.88,0,2,2,-0.29,0.29,0.18,0.53,0.13,0.38,0.5,1.12,1.94,0.88,2.5,1.06,0.75,3,9,9,-0.24
frankfurt,freiburg,1,0,0,0.47,0.18,0.35,0.5,0.13,0.38,2,1.35,2.38,1.38,1.59,1.63,0,4,4,0.12,0.29,0.35,0.35,0.25,0.25,0.5,1.24,1.47,1,1.75,1.24,1,3,4,7,-0.06
stuttgart,mainz,0,0,1,0.24,0.12,0.65,0.38,0.13,0.5,0.71,2.06,0.75,1.88,0.82,1.25,0,3,6,-0.41,0.29,0.35,0.35,0.25,0.25,0.5,1,1.29,0.88,1.63,1.24,1,1,2,6,-0.06
leverkusen,mgladbach,0,0,1,0.41,0.18,0.41,0.5,0.13,0.38,1.53,1.71,1.63,1.75,1.41,1.63,3,6,10,0,0.59,0.18,0.24,0.22,0.33,0.44,2.12,1.06,1.44,1.67,1.94,1,0,4,7,0.35
schalke,wolfsburg,1,0,0,0.29,0.18,0.53,0.38,0,0.63,1.18,1.41,1.38,1.63,1.06,1.13,3,4,5,-0.24,0.47,0.24,0.29,0.63,0.13,0.25,1.59,1.29,1.75,1,1.65,2,3,9,13,0.18
mgladbach,augsburg,1,0,0,0.61,0.17,0.22,1,0,0,2.06,1,2.88,0.38,2,3,3,6,10,0.39,0.17,0.33,0.5,0.22,0.22,0.56,1.44,1.72,1.33,1.67,0.83,0.89,0,1,2,-0.33
bremen,frankfurt,0,1,0,0.39,0.22,0.39,0.33,0.33,0.33,1.61,1.61,1.67,1.78,1.39,1.33,3,4,7,0,0.5,0.17,0.33,0.44,0.22,0.33,2.06,1.33,1.67,1.33,1.67,1.56,3,4,7,0.17
dortmund,hannover,1,0,0,0.78,0.17,0.06,0.89,0.11,0,2.5,1,3.22,1.22,2.5,2.78,3,6,12,0.72,0.11,0.28,0.61,0,0.44,0.56,0.94,2,1.11,2.33,0.61,0.44,0,1,2,-0.5
freiburg,hoffenheim,0,0,1,0.28,0.33,0.39,0.33,0.44,0.22,1.22,1.56,1.44,1.22,1.17,1.44,0,4,7,-0.11,0.33,0.39,0.28,0.38,0.38,0.25,1.83,1.44,2.25,1.75,1.39,1.5,0,2,4,0.06
mainz,nuernberg,1,0,0,0.33,0.33,0.33,0.33,0.44,0.22,1.11,1.33,1.11,1,1.33,1.44,3,5,6,0,0.11,0.28,0.61,0,0.25,0.75,0.83,2.28,0.63,3.38,0.61,0.25,0,0,0,-0.5
duesseldorf,rbleipzig,0,0,1,0.33,0.17,0.5,0.44,0,0.56,1.17,1.89,1.33,1.44,1.17,1.33,3,9,12,-0.17,0.5,0.22,0.28,0.25,0.25,0.5,1.72,1,0.88,1.38,1.72,1,0,3,6,0.22
leverkusen,bmuenchen,1,0,0,0.42,0.16,0.42,0.44,0.11,0.44,1.53,1.58,1.44,1.67,1.42,1.44,3,6,9,0,0.68,0.16,0.16,0.8,0,0.2,2.26,1.05,2.4,0.9,2.21,2.4,3,9,15,0.53
nuernberg,bremen,0,1,0,0.11,0.26,0.63,0.2,0.3,0.5,0.84,2.26,1,1.4,0.58,0.9,0,0,0,-0.53,0.37,0.26,0.37,0.44,0.11,0.44,1.63,1.63,1.56,1.44,1.37,1.44,1,4,5,0
frankfurt,dortmund,0,1,0,0.47,0.21,0.32,0.56,0.11,0.33,2.05,1.37,2.44,1.33,1.63,1.78,1,4,8,0.16,0.79,0.16,0.05,0.67,0.22,0.11,2.63,1,1.78,0.78,2.53,2.22,3,9,12,0.74
stuttgart,freiburg,0,1,0,0.21,0.11,0.68,0.33,0.11,0.56,0.79,2.21,0.89,2,0.74,1.11,0,0,3,-0.47,0.26,0.32,0.42,0.22,0.22,0.56,1.26,1.68,1,1.89,1.11,0.89,0,3,4,-0.16
schalke,mgladbach,0,0,1,0.32,0.21,0.47,0.44,0,0.56,1.26,1.42,1.44,1.56,1.16,1.33,1,7,8,-0.16,0.63,0.16,0.21,0.3,0.3,0.4,2.05,0.95,1.4,1.5,2.05,1.2,3,6,10,0.42
hannover,rbleipzig,0,0,1,0.11,0.26,0.63,0.22,0.11,0.67,0.95,2.16,0.78,1.67,0.58,0.78,0,0,1,-0.53,0.53,0.21,0.26,0.33,0.22,0.44,1.84,0.95,1.22,1.22,1.79,1.22,3,6,9,0.26
herthabsc,wolfsburg,0,0,1,0.37,0.37,0.26,0.44,0.44,0.11,1.63,1.58,1.78,1.44,1.47,1.78,1,4,5,0.11,0.42,0.21,0.37,0.56,0.11,0.33,1.47,1.42,1.67,1.11,1.47,1.78,0,3,9,0.05
bremen,augsburg,1,0,0,0.35,0.3,0.35,0.3,0.4,0.3,1.6,1.6,1.7,1.8,1.35,1.3,1,5,6,0,0.2,0.3,0.5,0.2,0.2,0.6,1.45,1.65,1.2,1.7,0.9,0.8,3,3,4,-0.3
dortmund,hoffenheim,0,1,0,0.75,0.2,0.05,0.9,0.1,0,2.55,1,3.4,1.2,2.45,2.8,1,7,10,0.7,0.35,0.4,0.25,0.44,0.33,0.22,1.9,1.45,2.44,1.78,1.45,1.67,1,4,6,0.1
mainz,leverkusen,0,0,1,0.35,0.3,0.35,0.4,0.4,0.2,1.1,1.4,1.2,1,1.35,1.6,0,6,8,0,0.45,0.15,0.4,0.4,0.2,0.4,1.6,1.55,1.6,1.5,1.5,1.4,3,6,12,0.05
hannover,nuernberg,1,0,0,0.1,0.25,0.65,0.2,0.1,0.7,0.9,2.2,0.7,1.8,0.55,0.7,0,0,1,-0.55,0.1,0.3,0.6,0,0.22,0.78,0.85,2.2,0.67,3.22,0.6,0.22,1,1,1,-0.5
bmuenchen,schalke,1,0,0,0.65,0.15,0.2,0.56,0.33,0.11,2.2,1.15,2.11,1.22,2.1,2,0,6,12,0.45,0.3,0.2,0.5,0.2,0.4,0.4,1.2,1.45,1.1,1.3,1.1,1,0,4,7,-0.2
duesseldorf,stuttgart,1,0,0,0.3,0.2,0.5,0.4,0,0.6,1.1,1.95,1.2,1.7,1.1,1.2,1,4,10,-0.2,0.2,0.15,0.65,0.1,0.1,0.8,0.85,2.2,0.7,2.4,0.75,0.4,1,1,1,-0.45
augsburg,bmuenchen,0,0,1,0.19,0.29,0.52,0.2,0.4,0.4,1.38,1.76,1.7,1.6,0.86,1,0,3,3,-0.33,0.67,0.14,0.19,0.73,0,0.27,2.24,1.14,2.27,1.09,2.14,2.18,3,6,12,0.48
herthabsc,bremen,0,1,0,0.38,0.33,0.29,0.4,0.4,0.2,1.62,1.48,1.6,1.4,1.48,1.6,3,4,7,0.1,0.38,0.29,0.33,0.4,0.2,0.4,1.71,1.52,1.5,1.4,1.43,1.4,3,5,8,0.05
nuernberg,dortmund,0,1,0,0.1,0.29,0.62,0.18,0.36,0.45,0.81,2.19,1,1.36,0.57,0.91,0,1,1,-0.52,0.71,0.24,0.05,0.6,0.3,0.1,2.57,1.1,1.7,0.8,2.38,2.1,1,5,11,0.67
leverkusen,duesseldorf,1,0,0,0.48,0.14,0.38,0.5,0.1,0.4,1.76,1.52,1.6,1.6,1.57,1.6,3,9,12,0.1,0.33,0.19,0.48,0.2,0.4,0.4,1.19,1.86,1,2.2,1.19,1,3,4,10,-0.14
schalke,freiburg,0,1,0,0.29,0.19,0.52,0.4,0,0.6,1.19,1.52,1.3,1.6,1.05,1.2,0,1,7,-0.24,0.24,0.38,0.38,0.2,0.3,0.5,1.38,1.76,1.1,1.9,1.1,0.9,1,2,5,-0.14
hoffenheim,hannover,1,0,0,0.33,0.43,0.24,0.27,0.45,0.27,1.95,1.52,1.45,1.18,1.43,1.27,1,5,6,0.1,0.14,0.24,0.62,0,0.4,0.6,0.95,2.1,1.1,2.6,0.67,0.4,3,3,3,-0.48
wolfsburg,mainz,1,0,0,0.43,0.24,0.33,0.3,0.3,0.4,1.52,1.43,1.3,1.7,1.52,1.2,1,4,7,0.1,0.33,0.29,0.38,0.3,0.2,0.5,1.1,1.57,1,1.8,1.29,1.1,0,3,7,-0.05
frankfurt,mgladbach,0,1,0,0.43,0.29,0.29,0.5,0.2,0.3,1.9,1.29,2.3,1.3,1.57,1.7,1,3,6,0.14,0.62,0.14,0.24,0.36,0.27,0.36,1.95,1,1.45,1.36,2,1.36,0,6,9,0.38
stuttgart,rbleipzig,0,0,1,0.19,0.14,0.67,0.3,0.2,0.5,0.81,2.24,1,2,0.71,1.1,0,1,1,-0.48,0.52,0.24,0.24,0.4,0.2,0.4,1.81,0.86,1.4,1.1,1.81,1.4,1,7,10,0.29
freiburg,augsburg,1,0,0,0.23,0.41,0.36,0.27,0.45,0.27,1.32,1.68,1.64,1.64,1.09,1.27,1,3,3,-0.14,0.18,0.27,0.55,0.18,0.18,0.64,1.41,1.82,1.09,1.91,0.82,0.73,0,3,3,-0.36
hannover,frankfurt,0,0,1,0.14,0.23,0.64,0.27,0.09,0.64,0.91,2.14,0.82,1.64,0.64,0.91,0,3,3,-0.5,0.41,0.32,0.27,0.36,0.36,0.27,1.86,1.27,1.55,1.27,1.55,1.45,1,3,7,0.14
rbleipzig,hoffenheim,0,1,0,0.55,0.23,0.23,0.64,0.27,0.09,1.86,0.86,2.18,0.64,1.86,2.18,3,7,10,0.32,0.36,0.41,0.23,0.4,0.4,0.2,2,1.45,2.5,1.9,1.5,1.6,3,5,8,0.14
dortmund,leverkusen,1,0,0,0.68,0.27,0.05,0.82,0.18,0,2.45,1.05,3.36,1.36,2.32,2.64,1,3,9,0.64,0.5,0.14,0.36,0.45,0.18,0.36,1.77,1.45,1.91,1.45,1.64,1.55,3,9,12,0.14
duesseldorf,nuernberg,1,0,0,0.32,0.18,0.5,0.45,0,0.55,1.14,1.86,1.36,1.55,1.14,1.36,0,4,7,-0.18,0.09,0.32,0.59,0,0.2,0.8,0.77,2.09,0.6,3.1,0.59,0.2,1,2,2,-0.5
mainz,schalke,1,0,0,0.32,0.27,0.41,0.36,0.36,0.27,1.05,1.64,1.18,1.36,1.23,1.45,0,0,6,-0.09,0.27,0.23,0.5,0.18,0.36,0.45,1.14,1.45,1.09,1.45,1.05,0.91,1,1,5,-0.23
bremen,stuttgart,0,1,0,0.36,0.32,0.32,0.36,0.36,0.27,1.68,1.5,1.91,1.64,1.41,1.45,1,5,9,0.05,0.18,0.14,0.68,0.09,0.09,0.82,0.82,2.27,0.64,2.45,0.68,0.36,0,1,1,-0.5
mgladbach,wolfsburg,0,0,1,0.59,0.18,0.23,0.9,0,0.1,1.91,1,2.5,0.6,1.95,2.7,1,4,10,0.36,0.45,0.23,0.32,0.55,0.18,0.27,1.59,1.36,1.73,1.18,1.59,1.82,3,7,7,0.14
mgladbach,bmuenchen,0,0,1,0.57,0.17,0.26,0.82,0,0.18,1.83,1.09,2.27,0.82,1.87,2.45,0,1,7,0.3,0.7,0.13,0.17,0.75,0,0.25,2.22,1.13,2.33,1.17,2.22,2.25,3,9,12,0.52
augsburg,dortmund,1,0,0,0.17,0.26,0.57,0.18,0.36,0.45,1.39,1.96,1.73,1.73,0.78,0.91,0,0,3,-0.39,0.7,0.26,0.04,0.55,0.36,0.09,2.48,1.09,1.55,0.73,2.35,2,3,5,9,0.65
schalke,duesseldorf,0,0,1,0.26,0.22,0.52,0.36,0.09,0.55,1.09,1.52,1.18,1.45,1,1.18,0,1,2,-0.26,0.35,0.17,0.48,0.18,0.36,0.45,1.17,1.83,0.91,2.18,1.22,0.91,3,6,7,-0.13
leverkusen,freiburg,1,0,0,0.48,0.13,0.39,0.55,0.09,0.36,1.78,1.52,1.64,1.45,1.57,1.73,0,6,12,0.09,0.26,0.39,0.35,0.18,0.36,0.45,1.48,1.65,1,1.73,1.17,0.91,3,5,6,-0.09
stuttgart,hannover,1,0,0,0.17,0.17,0.65,0.27,0.18,0.55,0.83,2.22,1,2.09,0.7,1,1,1,2,-0.48,0.13,0.22,0.65,0,0.36,0.64,0.87,2.17,1,2.64,0.61,0.36,0,3,3,-0.52
frankfurt,hoffenheim,1,0,0,0.43,0.3,0.26,0.45,0.27,0.27,1.91,1.22,2.18,1.27,1.61,1.64,3,5,7,0.17,0.35,0.43,0.22,0.36,0.45,0.18,1.96,1.43,2.36,1.82,1.48,1.55,1,5,9,0.13
herthabsc,mainz,1,0,0,0.35,0.35,0.3,0.36,0.45,0.18,1.52,1.43,1.55,1.36,1.39,1.55,0,4,5,0.04,0.35,0.26,0.39,0.27,0.18,0.55,1.13,1.57,0.91,1.91,1.3,1,3,3,6,-0.04
nuernberg,rbleipzig,0,0,1,0.09,0.3,0.61,0.17,0.42,0.42,0.78,2.09,0.92,1.25,0.57,0.92,0,1,2,-0.52,0.52,0.26,0.22,0.45,0.18,0.36,1.83,0.87,1.55,1.09,1.83,1.55,1,5,11,0.3
rbleipzig,augsburg,0,1,0,0.54,0.25,0.21,0.58,0.33,0.08,1.79,0.83,2.08,0.67,1.88,2.08,3,7,11,0.33,0.21,0.25,0.54,0.17,0.17,0.67,1.42,1.92,1.08,2.17,0.88,0.67,3,3,6,-0.33
mainz,mgladbach,0,0,1,0.33,0.25,0.42,0.42,0.33,0.25,1.13,1.58,1.33,1.25,1.25,1.58,0,3,3,-0.08,0.54,0.17,0.29,0.33,0.33,0.33,1.79,1.25,1.42,1.33,1.79,1.33,0,1,4,0.25
hoffenheim,nuernberg,1,0,0,0.33,0.42,0.25,0.33,0.42,0.25,1.96,1.5,1.58,1.08,1.42,1.42,0,4,6,0.08,0.08,0.29,0.63,0,0.18,0.82,0.75,2.04,0.64,3,0.54,0.18,0,1,2,-0.54
dortmund,stuttgart,1,0,0,0.67,0.25,0.08,0.83,0.17,0,2.42,1.13,3.33,1.42,2.25,2.67,0,4,6,0.58,0.21,0.17,0.63,0.08,0.17,0.75,1,2.17,0.67,2.33,0.79,0.42,3,4,5,-0.42
bmuenchen,wolfsburg,1,0,0,0.71,0.13,0.17,0.64,0.27,0.09,2.33,1.13,2.09,1.09,2.25,2.18,3,9,12,0.54,0.46,0.25,0.29,0.58,0.17,0.25,1.63,1.29,1.83,1.08,1.63,1.92,1,7,11,0.17
leverkusen,bremen,0,0,1,0.52,0.12,0.36,0.58,0.08,0.33,1.84,1.48,1.67,1.33,1.68,1.83,3,6,12,0.16,0.36,0.36,0.28,0.33,0.33,0.33,1.72,1.48,1.42,1.33,1.44,1.33,3,5,9,0.08
herthabsc,dortmund,0,0,1,0.36,0.32,0.32,0.42,0.42,0.17,1.52,1.44,1.58,1.33,1.4,1.67,0,3,7,0.04,0.68,0.24,0.08,0.5,0.33,0.17,2.44,1.12,1.5,0.83,2.28,1.83,3,6,8,0.6
mgladbach,freiburg,0,1,0,0.56,0.16,0.28,0.75,0,0.25,1.76,1.2,2.17,1.17,1.84,2.25,3,3,4,0.28,0.28,0.36,0.36,0.17,0.33,0.5,1.44,1.64,0.92,1.75,1.2,0.83,3,6,8,-0.08
stuttgart,hoffenheim,0,1,0,0.2,0.16,0.64,0.33,0.17,0.5,1,2.2,1.33,2,0.76,1.17,0,4,4,-0.44,0.36,0.4,0.24,0.33,0.42,0.25,1.96,1.48,2.33,1.92,1.48,1.42,3,4,8,0.12
bmuenchen,mainz,1,0,0,0.72,0.12,0.16,0.67,0.25,0.08,2.48,1.08,2.42,1,2.28,2.25,3,9,15,0.56,0.32,0.24,0.44,0.25,0.17,0.58,1.08,1.56,0.92,1.92,1.2,0.92,0,3,3,-0.12
schalke,rbleipzig,0,0,1,0.24,0.2,0.56,0.33,0.08,0.58,1.08,1.72,1.08,1.67,0.92,1.08,0,0,1,-0.32,0.52,0.28,0.2,0.5,0.17,0.33,1.72,0.8,1.5,1,1.84,1.67,1,5,9,0.32
nuernberg,augsburg,1,0,0,0.08,0.27,0.65,0.15,0.38,0.46,0.73,2,0.85,1.23,0.5,0.85,0,0,1,-0.58,0.23,0.27,0.5,0.15,0.23,0.62,1.42,1.81,1,2,0.96,0.69,3,7,7,-0.27
freiburg,bmuenchen,0,1,0,0.27,0.38,0.35,0.38,0.38,0.23,1.42,1.62,1.92,1.54,1.19,1.54,1,4,8,-0.08,0.73,0.12,0.15,0.77,0,0.23,2.62,1.04,2.54,1.15,2.31,2.31,3,9,15,0.58
rbleipzig,herthabsc,1,0,0,0.54,0.27,0.19,0.54,0.38,0.08,1.69,0.77,1.92,0.62,1.88,2,3,7,11,0.35,0.35,0.31,0.35,0.31,0.23,0.46,1.54,1.5,1.46,1.54,1.35,1.15,0,3,4,0
hoffenheim,leverkusen,1,0,0,0.35,0.42,0.23,0.38,0.38,0.23,1.92,1.46,1.62,1.08,1.46,1.54,1,4,8,0.12,0.5,0.12,0.38,0.46,0.15,0.38,1.81,1.54,2,1.62,1.62,1.54,0,6,9,0.12
bremen,mainz,1,0,0,0.38,0.35,0.27,0.38,0.38,0.23,1.77,1.46,2,1.62,1.5,1.54,3,7,9,0.12,0.31,0.23,0.46,0.23,0.15,0.62,1.04,1.73,0.85,2.23,1.15,0.85,0,0,3,-0.15
duesseldorf,mgladbach,1,0,0,0.35,0.15,0.5,0.46,0,0.54,1.27,1.92,1.31,1.62,1.19,1.38,0,3,6,-0.15,0.54,0.19,0.27,0.38,0.31,0.31,1.73,1.19,1.38,1.23,1.81,1.46,1,4,5,0.27
hannover,schalke,0,0,1,0.12,0.19,0.69,0.23,0.08,0.69,0.92,2.35,0.85,1.85,0.54,0.77,0,0,0,-0.58,0.23,0.19,0.58,0.15,0.31,0.54,1.04,1.69,1.08,1.77,0.88,0.77,0,0,1,-0.35
frankfurt,stuttgart,1,0,0,0.5,0.27,0.23,0.54,0.23,0.23,1.96,1.15,2.15,1.23,1.77,1.85,3,9,13,0.27,0.19,0.19,0.62,0.08,0.15,0.77,1,2.15,0.69,2.38,0.77,0.38,1,4,5,-0.42
dortmund,wolfsburg,1,0,0,0.69,0.23,0.08,0.85,0.15,0,2.46,1.15,3.31,1.38,2.31,2.69,3,6,10,0.62,0.46,0.23,0.31,0.54,0.15,0.31,1.69,1.5,1.69,1.46,1.62,1.77,3,4,10,0.15
mgladbach,bremen,0,1,0,0.52,0.19,0.3,0.69,0.08,0.23,1.7,1.26,2.08,1.15,1.74,2.15,0,4,4,0.22,0.41,0.33,0.26,0.38,0.31,0.31,1.81,1.44,1.54,1.31,1.56,1.46,3,9,11,0.15
bmuenchen,dortmund,1,0,0,0.7,0.15,0.15,0.69,0.23,0.08,2.56,1.04,2.69,0.92,2.26,2.31,1,7,13,0.56,0.7,0.22,0.07,0.54,0.31,0.15,2.44,1.11,1.62,0.92,2.33,1.92,3,9,12,0.63
herthabsc,duesseldorf,0,0,1,0.33,0.3,0.37,0.38,0.38,0.23,1.48,1.63,1.62,1.46,1.3,1.54,0,0,3,-0.04,0.37,0.15,0.48,0.23,0.31,0.46,1.33,1.89,1.23,2.23,1.26,1,3,3,9,-0.11
schalke,frankfurt,0,0,1,0.26,0.19,0.56,0.31,0.08,0.62,1.04,1.63,1,1.62,0.96,1,3,3,3,-0.3,0.52,0.26,0.22,0.46,0.31,0.23,2,1.11,1.77,1.08,1.81,1.69,3,9,15,0.3
mainz,freiburg,1,0,0,0.3,0.22,0.48,0.38,0.31,0.31,1.04,1.78,1.23,1.23,1.11,1.46,0,0,3,-0.19,0.26,0.41,0.33,0.15,0.38,0.46,1.41,1.59,0.92,1.69,1.19,0.85,1,5,8,-0.07
wolfsburg,hannover,1,0,0,0.44,0.22,0.33,0.38,0.31,0.31,1.63,1.52,1.69,1.54,1.56,1.46,0,3,7,0.11,0.11,0.19,0.7,0,0.31,0.69,0.89,2.3,1,2.85,0.52,0.31,0,0,0,-0.59
augsburg,hoffenheim,0,0,1,0.22,0.26,0.52,0.31,0.31,0.38,1.37,1.85,1.85,1.62,0.93,1.23,0,4,7,-0.3,0.37,0.41,0.22,0.31,0.46,0.23,2,1.44,2.23,1.85,1.52,1.38,3,7,8,0.15
leverkusen,rbleipzig,0,0,1,0.48,0.11,0.41,0.54,0.08,0.38,1.78,1.63,1.62,1.46,1.56,1.69,0,3,6,0.07,0.56,0.26,0.19,0.54,0.15,0.31,1.81,0.74,1.46,0.92,1.93,1.77,3,7,11,0.37
frankfurt,augsburg,0,0,1,0.54,0.25,0.21,0.57,0.21,0.21,2,1.11,2.21,1.14,1.86,1.93,3,9,15,0.32,0.21,0.25,0.54,0.14,0.21,0.64,1.32,1.93,0.93,2.07,0.89,0.64,0,3,7,-0.32
duesseldorf,bmuenchen,0,0,1,0.39,0.14,0.46,0.5,0,0.5,1.36,1.86,1.43,1.57,1.32,1.5,3,6,9,-0.07,0.71,0.14,0.14,0.71,0.07,0.21,2.64,1,2.43,1.14,2.29,2.21,3,7,13,0.57
bremen,freiburg,1,0,0,0.39,0.36,0.25,0.43,0.36,0.21,1.79,1.43,2.07,1.57,1.54,1.64,1,7,11,0.14,0.25,0.39,0.36,0.14,0.36,0.5,1.36,1.71,0.86,1.93,1.14,0.79,0,2,5,-0.11
